CTRY,MCA,UNLocode,Country/Port Name,Label using special characters,Nat. Stat. Group,Statistical Port,National Code,2024 list: modifications compared to 2023 list,TEN-T network,Port on an island (X: Island; O: Outer region),Sea ,Sea code,NUTS 3 code,2023 list: modifications compared to 2022 list,2022 list: modifications compared to 2021 list,2021 list: modifications compared to 2020 list,2020 list: modifications compared to 2019 list,2019 list: modifications compared to 2018 list,2018 list: modifications compared to 2017 list,2017 list: modifications compared to 2016 list,2016 list: modifications compared to 2015 list,2015 list: modifications compared to 2014 list,2014 list: modifications compared to 2013 list,2013 list: modifications compared to 2012 list,2012 list: modifications compared to 2011 list,2011 list: modifications compared to 2010 list,2010 list: modifications compared to 2009 list,2009 list: modifications compared to 2008 list,2008 list: modifications compared to 2007 list,2007 list: modifications compared to 2006 list,2006 list: modifications compared to 2005 list,2005 list: modifications compared to 2004 Excel list,2004 Excel list: modifications compared to 2004 official list,2004 official list: modifications compared to 2000 official list,2000 official list: modifications compared to 1998 official list,previous changes (partial coverage) and other comments,Coordinates from 2009 list or provided by country,Coordinates UNECE,Coordinates Antwerpen (March 2009),Coordinates GISCO     Longitude    (SIF January 2009),Coordinates GISCO     Latitude    (SIF January 2009),Label in Comm Dec 2008/861,Label in UNECE
NL,NL00,NLDIM,Diemen ,,NL888,,384,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLDIN,Dinteloord,,NL888,,0851,,,,North Sea,4,,,,,,,,2017: change in port name (previously: Dinteloord En Prinsenland),,2015: Change of statistical port (previously NLSTE),,,,,,2009: Becomes non statistical (ref: NLSTE),,,,,,,2000: Ex: NL013,UNECE list to be update (status code to be updated),,,5138N 00422E,4.368875503,51.63565445,Dinteloord en Prinsenland ,Dinteloord
NL,NL00,NLDOK,Dokkum,,NL888,,,,,,North Sea,4,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,
NL,NL00,NLDOR,Dordrecht,,NLRTM,,0505,2024: changed into non-statistical (included in NLRTM from 2018) - change of NUTS (previously NL33A),Comprehensive,,North Sea,4,NL364,,,,,,2018: change of code nuts from NL336 to NL33A,,,,,,,,,,,,,,,,,,,,5149N 00440E,4.666666667,51.81666667,Dordrecht ,Dordrecht
NL,NL00,NLDRK,Dirksland      ,,NL888,,504,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLDRU,Druten,,NL888,,0225,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL016,UNECE list to be update (status code to be updated),,,5153N 00537E,5.608355522,51.89043808,Druten ,Druten
NL,NL00,NLDZL,Delfzijl,,,X,0010,,Comprehensive,,North Sea,4,NL112,,,,,,,,,,,,,,,2009: New label (replaces:Delfzijl/Eemshaven),,,,,,,,,,,5320N 00654E,6.925077915,53.3315239,Delfzijl/Eemshaven ,Delfzijl
NL,NL00,NLECH,Echt   ,,NL888,,902,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLEEM,Eemshaven,,NLDZL,,,,Comprehensive,,North Sea,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5327N 00650E,6.821500686,53.44803652,Eemshaven ,Eemshaven
NL,NL00,NLEUR,Europoort,,NLRTM,,,,,,North Sea,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5157N 00405E,4.133333333,51.93333333,Europoort ,Europoort
NL,NL00,NLGDR,Goedereede,,NL888,,0511,,,,North Sea,4,,,,,,,,2017: change in port name (previously: Goerdereede),,,,,,2011: Becomes non-statistical port,,,,,,,,,,,,,5149N 00358E,4.0367192,51.82101465,Goerdereede ,Goedereede
NL,NL00,NLGEN,Gennep,,NL888,,0907,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL021,UNECE list to be update (status code to be updated),,,5141N 00557E,5.974138737,51.69693756,Gennep ,Gennep
NL,NL00,NLGNM,Genemuiden     ,,NL888,,154,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLGOR,Gorinchem,,NL888,,0512,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL887),,2015: Becomes non-statistical port (Ref: NL887),,,,,,2009: may become non stat port next year,,,,,,,,UNECE list to be update (status code to be updated),,,5149N 00459E,4.977912426,51.82691193,Gorinchem ,Gorinchem
NL,NL00,NLGRA,S-Gravendeel,,NL888,,0517,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL887),,2015: Becomes non-statistical port (Ref: NL887),,,,,,,,,,,,,,,5147N 00437E,5147N 00437E,5147N 00437E,4.616666667,51.78333333,’s-Gravendeel ,'s-Gravendeel
NL,NL00,NLGRQ,Groningen,,NLDZL,,0014,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL888),,2015: Becomes non-statistical port (Ref: NL887),,,,,,,,,,,,,,,,,5314N 00632E,6.583333333,53.21666667,Groningen ,Groningen
NL,NL00,NLGTB,Geertruidenberg,,NL888,,0779,,,,North Sea,4,,,,,,,,,,,,,,,,2009: New entry; Non statistical (ref: NL888),,,,,,,,UNECE list to be update (status code to be updated),,,5142N 00450E,,,,Geertruidenberg
NL,NL00,NLHAG,Den Haag (S-Gravenhage),,NL888,,,,,,North Sea,4,,,,,,,,2017: change of statiscal port (previously: NLSCE),,2015: Correction of statistical port (previously NLSCI),,,,,,,,,,,,,,UNECE list to be update (status code to be updated),,5205N 00418E,5205N 00418E,4.300000068,52.08330148,Den Haag (’s-Gravenhage) ,'s-Gravenhage (Den Haag)
NL,NL00,NLHAN,Hansweert/Schore,,NL888,,,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL887) - Change in port name (previously: Hansweert),,2015: Becomes non-statistical port,,,,Data provided as reporting port; to be considered as statistical port until 2010,,2009: New entry: Non statistical (Ref: NLREW),,,,,,,,,,,5127N 00400E,,,,Hansweert
NL,NL00,NLHAR,Harlingen,,,X,0072,2024: change of NUTS (previously NL124),Comprehensive,,North Sea,4,NL127,,,,,,2018: change of code nuts from NL121 to NL124,,,,,,,,,,,,,,,,,,,,5311N 00525E,5.416666667,53.16666667,Harlingen ,Harlingen
NL,NL00,NLHAS,Hasselt,,NL888,,0161,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL026,UNECE list to be update (status code to be updated),,,5235N 00605E,6.089738846,52.59060669,Hasselt ,Hasselt
NL,NL00,NLHES,Heusden,,NL888,,797,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLHGL,Hengelo,,NL888,,0164,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,,,,5216N 00646E,6.801999108,52.2688211,Hengelo ,Hengelo
NL,NL00,NLHIA,Hendrik-Ido-Ambacht,,NL888,,0531,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL028,UNECE list to be update (status code to be updated),,,5151N 00437E,4.633333333,51.85,Hendrik-Ido-Ambacht ,Hendrik-Ido-Ambacht
NL,NL00,NLHRX,Boven-Hardinxveld,,NL888,,0523,,,,North Sea,4,,,,,,,,2017: change in port name (previously: Hardinxveld-Giessendam),,,,,,2011: Becomes non-statistical port,,2009: name correction (replaces Hardinxveld-Giessenda),,,,,,,2000: Ex: NL024,UNECE list to be update (status code to be updated),,5149N 00453E,5149N 00453E,4.849999936,51.81670013,Hardinxveld-Giessendam ,Boven-Hardinxveld
NL,NL00,NLHTB,S-Hertogenbosch,,NL888,,0796,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,,5142N 00519E,5142N 00519E,5142N 00519E,5.316666667,51.7,’s-Hertogenbosch ,'s-Hertogenbosch
NL,NL00,NLHTN,Hontenisse,,NL888,,0675,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL030,,,,,4.083300043,51.33330153,Hontenisse ,Hontenisse
NL,NL00,NLHVH,Hoek Van Holland,,NLRTM,,,,,,North Sea,4,,,,,,,,,,,,,,,,,,2007: new non statistical port,,,,,,,,,5159N 00407E,4.116699916,51.98329917,,Hoek van Holland
NL,NL00,NLHZD,Hoogezand,,NL888,,18,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLIJM,Ijmuiden,,NLAMS,,,,Comprehensive,,North Sea,4,,,,,,,,,,2015: Change of statistical port - Previously: NLVEL (starting from 2013),,,,,,,,,,,,,,,,,5227N 00435E,4.566666667,52.46666667,IJmuiden ,IJmuiden
NL,NL00,NLKAM,Kampen,,NL888,,0166,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL887),,2015: Becomes non-statistical port (Ref: NL887),,,,,,,,,,,,,,UNECE list to be update (status code to be updated),,,5235N 00548E,5.91186419,52.57079901,Kampen ,Kampen
NL,NL00,NLKLU,Klundert,,NLMOE,,,,,,North Sea,4,,,,,,,,,,,,,,,,,,,,,,2004: Ex: NL085,,,,,5140N 00431E,4.536786079,51.66355896,Klundert ,Klundert
NL,NL00,NLKPL,Kapelle,,NLZSP,,678,,,,North Sea,4,,,,,,,,2017: NLZSP as statical port instead of NLVLI,,2015: Correction of statistical port (previously: NL888),,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLKRP,Krimpen aan de Lek,,NL888,,0542,,,,North Sea,4,,,,,,,,2017: change in port name (previously: Krimpen Aan Den Ijssel),,,,,,2011: Becomes non-statistical port,,2009: name correction (replaces Krimpen Aan Den Ijsse),,,,,,,2000: Ex: NL033,UNECE list to be update (status code to be updated),,5154N 00438E,5154N 00438E,4.583333333,51.9,Krimpen aan den IJssel ,Krimpen aan de Lek
NL,NL00,NLLAN,Lauwersoog,,NL888,,,,,,North Sea,4,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,
NL,NL00,NLLCH,Lochem,,NL888,,0262,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL038,UNECE list to be update (status code to be updated),,,5210N 00624E,6.414812088,52.15898132,Lochem ,Lochem
NL,NL00,NLLWR,Leeuwarden,,NL888,,0080,,,,North Sea,4,,,,,,,,,,2015: Becomes non-statistical port (Ref: NL888),,,,,,,,,,,,,,,,,5312N 00547E,,,,Leeuwarden
NL,NL00,NLMAK,Makkum,,NL888,,,,,,North Sea,4,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,5303N 00524E,,,,,
NL,NL00,NLMDM,Medemblik      ,,NL888,,420,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLMEP,Meppel,,NL888,,0119,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL045,,,,5242N 00612E,6.189846992,52.6971817,Meppel ,Meppel
NL,NL00,NLMEW,Meerlo-Wansum,,NL888,,0993,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL043,,,,,6.100000031,51.51666655,Meerlo-Wansum ,Meerlo-Wansum
NL,NL00,NLMID,Middelburg,,NL888,,0687,,,,North Sea,4,,,,,,,,,,2015: Becomes non-statistical port (Ref: NL888),,,,,,,,,,,,,,,,,5130N 00337E,3.614288807,51.49936676,Middelburg ,Middelburg
NL,NL00,NLMIH,Middelharnis,,NL888,,0559,,,,North Sea,4,,,,,,,,,,2015: Becomes non-statistical port (Ref: NL888),,,,,,,,,,,,,2000: Ex: NL046,UNECE list to be update (status code to be updated),,,5147N 00412E,4.2,51.78333333,Middelharnis ,Middelharnis
NL,NL00,NLMOE,Moerdijk,,,X,1709,,Core,,North Sea,4,NL411,,,,,,,,,,,,,,,2009: National code replaced,,,,,,,,,,,5142N 00437E,4.626782894,51.70197296,Moerdijk ,Moerdijk
NL,NL00,NLMOO,Moordrecht     ,,NL888,,563,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLMSB,Maasbracht,,NL888,,0933,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,,,,5108N 00554E,5.890803814,51.14486694,Maasbracht ,Maasbracht
NL,NL00,NLMSL,Maassluis,,NLRTM,,0556,,,,North Sea,4,,,,,,,,,,2015: Becomes non-statistical port (Ref: NLRTM),,,,,,,,,,,,,,,,,5155N 00415E,4.25,51.91666667,Maassluis ,Maassluis
NL,NL00,NLMSS,Maarssen,,NL888,,0333,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL039,UNECE list to be update (status code to be updated),,,5208N 00502E,5.042521,52.14056778,Maarssen ,Maarssen
NL,NL00,NLMST,Maastricht,,NL888,,0935,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,,,,5051N 00541E,5.669700811,50.84901697,Maastricht ,Maastricht
NL,NL00,NLNIJ,Nijmegen,,NL888,,0268,,,,North Sea,4,,,,,,,,,,2015: Becomes non-statistical port (Ref: NL888),,,,,,,,,,,,,,UNECE list to be update (status code to be updated),,,5150N 00550E,5.866666667,51.83333333,Nijmegen ,Nijmegen
NL,NL00,NLNLK,Nieuw-Lekkerland,,NL888,,0571,,,,North Sea,4,,,,,,,,,,2015: Becomes non-statistical port (Ref: NL888),,,,,,,,,,,,,2000: Ex: NL051,UNECE list to be update (status code to be updated),,5153N 00440E,5153N 00440E,4.682704449,51.88983536,Nieuw-Lekkerland ,Nieuw-Lekkerland
NL,NL00,NLNRW,Nederweert     ,,NL888,,946,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLOAI,Ouderkerk aan den Ijssel,,NL888,,0644,,,,North Sea,4,,,,,,,,,,2015: Becomes non-statistical port (Ref: NL888) and correction of Port name (previously: Ouderkerk),,,,,,,,,,,,,2000: Ex: NL057,UNECE list to be update (status code to be updated),,5156N 00438E,5156N 00438E,4.633333333,51.93333333,Ouderkerk ,Ouderkerk aan den IJssel
NL,NL00,NLODR,Ouderkerk aan de Amstel,,NL888,,0437,,,,North Sea,4,,,,,,,,,,2015: Correction of Port name (previously: Ouder-Amstel),,,,2011: New entry as non-statistical port,,,,,,,,,,,,5218N 00454E,,,,,Ouderkerk aan de Amstel
NL,NL00,NLOMD,Roermond,,NL888,,0957,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL065,UNECE list to be update (status code to be updated),,,5112N 00559E,5.992913723,51.19291306,Roermond ,Roermond
NL,NL00,NLOOS,Oosterhout,,NL888,,0826,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,,,,5137N 00452E,4.866700207,51.61669937,Oosterhout ,Oosterhout
NL,NL00,NLOSS,Oss,,NL888,,0828,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,,,,5145N 00531E,5.519565065,51.76037557,Oss ,Oss
NL,NL00,NLPAP,Papendrecht,,NL888,,0590,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,5150N 00438E,4.633333333,51.83333333,Papendrecht ,Papendrecht
NL,NL00,NLPER,Pernis,,NLRTM,,,,,,North Sea,4,,,,,,,,,,,,,,,,2009: New Entry  - Non statistical (Ref: NLRTM),,,,,,,,,,,5154N 00423E,,,,Pernis
NL,NL00,NLREW,Reimerswaal,,NL888,,0703,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL887),,2015: Becomes non-statistical port (Ref: NL887),,,,,,,,,,,,,2000: Ex: NL060,,"51,27° N 004,00 E",,,4.009116889,51.44842711,Reimerswaal ,Reimerswaal
NL,NL00,NLRHE,Rhenen,,NL888,,0340,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL063,UNECE list to be update (status code to be updated),,,5137N 00533E,5.572227478,51.9607048,Rhenen ,Rhenen
NL,NL00,NLRID,Ridderkerk,,NL888,,0597,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL887),,2015: Becomes non-statistical port (Ref: NL887),,,,,,,,,,,,,2000: Ex: NL064,UNECE list to be update (status code to be updated),,,5152N 00435E,4.601038456,51.86885071,Ridderkerk ,Ridderkerk
NL,NL00,NLRNK,Renkum,,NL888,,0274,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL887),,2015: Becomes non-statistical port (Ref: NL887),,,,,,,,,,,,,2000: Ex: NL061,UNECE list to be update (status code to be updated),,,5158N 00543E,5.734075069,51.97601318,Renkum ,Renkum
NL,NL00,NLROO,Roosendaal,,NL888,,1674,,,,North Sea,4,,,,,,,,,,,,,,,,2009: New entry; Non statistical (ref: NL888),,,,,,,,UNECE list to be update (status code to be updated),,,5131N 00427E,,,,Roosendaal
NL,NL00,NLROZ,Rozenburg,,NL888,,0600,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL887),,2015: Becomes non-statistical port (Ref: NL887),,,,,,,,,,,,,,,,,5154N 00415E,4.233333333,51.9,Rozenburg ,Rozenburg
NL,NL00,NLRTG,Rustenburg,,NL888,,,,,,North Sea,4,,,,,,,,2017: Change of statiscal port (previously NLZAA),2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,5238N 00453E ,,,,,
NL,NL00,NLRTM,Rotterdam,,,X,0599,2024: change of NUTS (previously NL33C),Core,,North Sea,4,NL366,,,,,,2018: change of code nuts from NL339 to NL33C,,,,,,,,,,,,,,,,,,5155N 00430E,5155N 00430E,5155N 00430E,4.483333333,51.91666667,Rotterdam ,Rotterdam
NL,NL00,NLSCE,Scheveningen,,NL888,,0518,2024: change of NUTS (previously NL332),,,North Sea,4,NL361,,,,,,,2017: Becomes a non-statistical port,,,,,,,,,,,,,,,,,,,5206N 00416E,4.266666667,52.1,Scheveningen ,Scheveningen
NL,NL00,NLSCI,Schiedam,,NL888,,0606,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL887),,2015: Becomes non-statistical port (Ref: NL887),,,,,,,,,,,,,,,,,5154N 00424E,4.4,51.9,Schiedam ,Schiedam
NL,NL00,NLSDW,Schildwolde,,NLDZL,,,,,,North Sea,4,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,5314N 00649E ,,,,,
NL,NL00,NLSHO,Schermerhorn (Schermer),,NL888,,0458,,,,North Sea,4,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,5236N 00453E,,,,,
NL,NL00,NLSHV,Flushing East (Sloehaven),,NLZSP,,,,,,North Sea,4,,,,,,,,2017: NLZSP as statical port instead of NLVLI,2016: New entry as non-statistical port,,,,,,,,,,,,,,,UNLOCODE to be requested,,,5127N 00340E,,,,
NL,NL00,NLSLD,Sliedrecht,,NL888,,0610,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL887),,2015: Becomes non-statistical port (Ref: NL887),,,,,,2009: New Entry  - Non statistical,,,,,,,,UNECE list to be update (status code to be updated),,,5150N 00445E,,,,Sliedrecht
NL,NL00,NLSLO,Slochteren     ,,NL888,,0040,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,,,5313N 00648E,,,,,
NL,NL00,NLSLU,Sluiskil,,NLZSP,,,,,,North Sea,4,,,,,,,,2017: NLZSP as statical port instead of NLTNZ,,2015: Goes back to being a non-statistical port (Ref: NLTNZ),,2013: Becomes a statistical port (previously NLTNZ was the reference statistical port),,,,2009: New Entry  - Non statistical (Ref: NLTNZ),,,,,,,,UNECE list to be update (status code to be updated),,,5118N 00350E,,,,Sluiskil
NL,NL00,NLSMD,Scheemda       ,,NL888,,39,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLSML,Smallingerland,,NL888,,0090,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL068,,"53,06° N 006,05 E",,,6.083333333,53.1,Smallingerland ,Smallingerland
NL,NL00,NLSMZ,Scheemderzwaag,,NLDZL,,,,,,North Sea,4,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,5311N 00657E,,,,,
NL,NL00,NLSNK,Sneek,,NL888,,0091,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL069,UNECE list to be update (status code to be updated),,,5302N 00540E,5.658905029,53.03170395,Sneek ,Sneek
NL,NL00,NLSTD,Stellendam,,NL888,,,,,,North Sea,4,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,
NL,NL00,NLSTE,Steenbergen,,NL888,,0851,,,,North Sea,4,,,,,,,,,,2015: Becomes non-statistical port (Ref: NL888),,,,,,2009: New Entry  - Non statistical,,,,,,,,UNECE list to be update (status code to be updated),,,5135N 00418E,,,,Steenbergen
NL,NL00,NLSTI,Stein,,NL888,,0971,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,2009: national code changed (from 0791 to 0971),,,,,,,2000: Ex: NL105,UNECE list to be update (status code to be updated),,,5058N 00545E,5.766337871,50.96847534,Stein ,Stein
NL,NL00,NLSVG,Sas Van Gent,,NL888,,0704,,,,North Sea,4,,,,,,,,2017: Change of statistical port (previously: NL887),,2015: Becomes non-statistical port (Ref: NL887),,,,,,,,,,,,,,,5114N 00348E,5114N 00348E,5114N 00348E,3.8,51.23333333,Sas van Gent ,Sas van Gent
NL,NL00,NLTEX,Texel,,NL888,,0448,,,X,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL106,,"53 ,11° N 004,51 E ",,5311N 00451E,4.851830886,53.18162871,Texel ,Texel
NL,NL00,NLTIE,Tiel,,NL888,,0281,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,5153N 00527E,5.427281856,51.88828278,Tiel ,Tiel
NL,NL00,NLTNZ,Terneuzen,,NLZSP,,0715,,Core,,North Sea,4,NL341,,,,,,,2017: Becomes a non-statistical port,,,,,,,,,,,,,,,,,,,5120N 00349E,3.816477893,51.34291546,Terneuzen ,Terneuzen
NL,NL00,NLUIT,Uithoorn       ,,NL888,,451,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLUTC,Utrecht,,NL888,,0344,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,5205N 00507E,5.083333333,52.11666667,Utrecht ,Utrecht
NL,NL00,NLVDM,Veendam,,NL888,,47,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLVEG,Veghel ,,NL888,,860,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLVEL,Velsen,,NLAMS,,0453,,Comprehensive,,North Sea,4,NL323,,,,,,,,,2015: Becomes a non-statistical port (starting from 2013),,,,,,2009: New label (replaces:Velsen/Ijmuiden) ,,,,,,,,,,,5228N 00438E,4.633333333,52.46666667,Velsen/IJmuiden ,Velsen
NL,NL00,NLVEN,Venlo,,NL888,,0983,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,5122N 00610E,6.17086935,51.37002945,Venlo ,Venlo
NL,NL00,NLVER,Veere,,NL888,,,,,,North Sea,4,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,5133N 00340E ,,,,,
NL,NL00,NLVLA,Vlaardingen,,,X,0622,2024: change of NUTS (previously NL33C),Comprehensive,,North Sea,4,NL366,,,,,,2018: change of code nuts from NL339 to NL33C,,,,,,,,,,,,,,,,,,,,5154N 00421E,4.333333333,51.9,Vlaardingen ,Vlaardingen
NL,NL00,NLVLI,Vlissingen,,NLZSP,,0718,,Core,,North Sea,4,NL342,,,,,,,2017: Becomes a non-statistical port,,,,,,,,,,,,,,,,,,,5127N 00335E,3.59497302,51.4489921,Vlissingen ,Vlissingen
NL,NL00,NLVSN,Velsen-Noord,,NLAMS,,,,,,North Sea,4,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,5228N 00439E,,,,,
NL,NL00,NLWGW,Wageningen,,NL888,,0289,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,2000: Ex: NL077,UNECE list to be update (status code to be updated),,,5158N 00540E,5.667340278,51.97081757,Wageningen ,Wageningen
NL,NL00,NLWKD,Werkendam,,NL888,,0870,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,,,,5148N 00454E,4.895246982,51.81103897,Werkendam ,Werkendam
NL,NL00,NLWSO,Walsoorden,,NL888,,,,,,North Sea,4,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,5123N 00402E,,,,,
NL,NL00,NLZAA,Zaandam,,NL888,,0479,,,,North Sea,4,NL325,,,,,,,2017: Becomes a non-statistical port,2016: Change in port name (previously: Zaanstad),,,,,,,,,,,,,,,,,,5226N 00449E,4.816699808,52.43330009,Zaanstad ,Zaandam
NL,NL00,NLZLB,Zaltbommel     ,,NL888,,297,,,,North Sea,4,,,,,,,,,,,,,,2011: New entry as non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,,,,,
NL,NL00,NLZSP,Zeeland Seaports,,,X,,,,,North Sea,4,NL342,,,,,,,2017 : New entry as statistical port,,,,,,,,,,,,,,,,UNLOCODE to be requested,,,,,,,
NL,NL00,NLZWI,Zwijndrecht,,NL888,,0642,2024: change of NUTS (previously NL33A),,,North Sea,4,NL364,,,,,,,2017: Becomes a non-statistical port,,,,,,,,,,,,,,,,,,,5149N 00439E,4.65,51.81666667,Zwijndrecht ,Zwijndrecht
NL,NL00,NLZWO,Zwolle,,NL888,,0193,,,,North Sea,4,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,,,,,,,,UNECE list to be update (status code to be updated),,,5231N 00607E,6.116666667,52.51666667,Zwolle ,Zwolle
NL,NL00,NLZYP,Zijpe,,NL888,,,,,,North Sea,4,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,UNLOCODE to be requested,,,,,,,
NO,NO00,NO730,Fish farms,,,X,,,,,North Sea,4,NOZZZ,,,2021: New entry as statistical port,,,,,,,,,,,,,,,,,,,,To be used for transport to/from fish farms and other aquaculture facilities in the sea,,,,,,,
